product_id,product_name,category,price
1,A segurança de conseguir naturalmente,Livros,320.05
2,A liberdade de mudar com toda a tranquilidade,Esportes,312.33
3,A simplicidade de avançar de maneira eficaz,Livros,379.57
4,A arte de evoluir de maneira eficaz,Livros,515.72
5,O poder de conseguir em estado puro,Brinquedos,600.46
6,O prazer de avançar em estado puro,Saúde,389.87
7,A liberdade de avançar simplesmente,Livros,491.8
8,A vantagem de evoluir em estado puro,Automotivo,696.5
9,A arte de mudar antes de tudo,Livros,559.36
10,O conforto de conseguir antes de tudo,Alimentos,295.95
11,O prazer de conseguir de maneira eficaz,Livros,321.43
12,O direito de conseguir direto da fonte,Alimentos,623.22
13,O poder de atingir seus objetivos em estado puro,Beleza,952.32
14,O prazer de realizar seus sonhos naturalmente,Alimentos,145.17
15,O direito de inovar de maneira eficaz,Brinquedos,964.19
16,O direito de realizar seus sonhos com toda a tranquilidade,Automotivo,656.54
17,A simplicidade de mudar com força total,Brinquedos,687.85
18,A certeza de ganhar simplesmente,Brinquedos,713.04
19,A segurança de atingir seus objetivos sem preocupação,Alimentos,493.81
20,O poder de evoluir antes de tudo,Roupas,569.74
21,A segurança de mudar mais facilmente,Esportes,299.17
22,A segurança de avançar sem preocupação,Casa e Jardim,232.59
23,O poder de ganhar com toda a tranquilidade,Casa e Jardim,176.53
24,O poder de evoluir com toda a tranquilidade,Alimentos,569.99
25,O direito de realizar seus sonhos com toda a tranquilidade,Alimentos,554.23
26,A vantagem de conseguir direto da fonte,Roupas,576.99
27,A liberdade de evoluir simplesmente,Casa e Jardim,777.36
28,A certeza de ganhar mais rapidamente,Beleza,546.62
29,A segurança de conseguir com força total,Eletrônicos,762.4
30,A liberdade de atingir seus objetivos direto da fonte,Alimentos,550.89
31,A arte de mudar de maneira eficaz,Brinquedos,111.39
32,A possibilidade de inovar simplesmente,Esportes,304.73
33,O conforto de avançar mais rapidamente,Eletrônicos,455.24
34,O poder de concretizar seus projetos simplesmente,Beleza,863.58
35,A vantagem de conseguir com toda a tranquilidade,Roupas,444.68
36,O direito de ganhar com força total,Roupas,777.88
37,A arte de evoluir mais rapidamente,Esportes,217.78
38,A vantagem de atingir seus objetivos com toda a tranquilidade,Saúde,692.24
39,O poder de conseguir simplesmente,Saúde,636.44
40,O poder de evoluir de maneira eficaz,Livros,619.99
41,O direito de ganhar antes de tudo,Esportes,815.39
42,O prazer de inovar sem preocupação,Eletrônicos,574.37
43,A segurança de evoluir de maneira eficaz,Automotivo,288.27
44,O prazer de avançar antes de tudo,Automotivo,176.69
45,A simplicidade de realizar seus sonhos de maneira eficaz,Casa e Jardim,296.44
46,A simplicidade de atingir seus objetivos com confiança,Casa e Jardim,952.87
47,O prazer de evoluir mais rapidamente,Automotivo,985.63
48,A possibilidade de avançar em estado puro,Roupas,144.23
49,A segurança de ganhar com força total,Brinquedos,919.58
50,O poder de avançar mais rapidamente,Casa e Jardim,868.38
51,A simplicidade de realizar seus sonhos antes de tudo,Livros,704.41
52,A possibilidade de realizar seus sonhos mais rapidamente,Livros,257.18
53,A vantagem de concretizar seus projetos com confiança,Beleza,830.2
54,O conforto de avançar naturalmente,Brinquedos,494.56
55,A segurança de ganhar simplesmente,Saúde,636.08
56,A possibilidade de mudar mais rapidamente,Brinquedos,381.42
57,A vantagem de evoluir em estado puro,Roupas,637.29
58,O conforto de realizar seus sonhos com toda a tranquilidade,Roupas,408.82
59,A certeza de conseguir direto da fonte,Casa e Jardim,697.76
60,A possibilidade de evoluir mais facilmente,Beleza,460.15
61,O conforto de conseguir de maneira eficaz,Alimentos,334.02
62,A possibilidade de mudar com força total,Eletrônicos,870.22
63,A possibilidade de evoluir direto da fonte,Roupas,733.62
64,O conforto de evoluir de maneira eficaz,Alimentos,638.49
65,O prazer de inovar com toda a tranquilidade,Beleza,851.61
66,A certeza de mudar com confiança,Automotivo,403.74
67,A possibilidade de avançar mais rapidamente,Brinquedos,826.6
68,A arte de mudar com confiança,Alimentos,275.85
69,A liberdade de evoluir com confiança,Casa e Jardim,344.38
70,O conforto de conseguir direto da fonte,Saúde,139.29
71,A segurança de inovar com confiança,Alimentos,790.42
72,A simplicidade de evoluir mais facilmente,Eletrônicos,55.48
73,O direito de ganhar mais facilmente,Alimentos,26.12
74,A simplicidade de ganhar com confiança,Livros,446.87
75,A segurança de evoluir em estado puro,Eletrônicos,991.92
76,O poder de ganhar de maneira eficaz,Brinquedos,210.3
77,A certeza de atingir seus objetivos simplesmente,Livros,883.33
78,A liberdade de conseguir antes de tudo,Casa e Jardim,167.39
79,O direito de concretizar seus projetos sem preocupação,Casa e Jardim,102.41
80,O poder de avançar com força total,Beleza,257.89
81,O conforto de avançar direto da fonte,Beleza,667.86
82,A liberdade de evoluir com força total,Livros,61.27
83,O poder de avançar sem preocupação,Casa e Jardim,728.73
84,O poder de conseguir mais facilmente,Esportes,434.94
85,O prazer de conseguir com toda a tranquilidade,Roupas,706.66
86,A possibilidade de inovar mais rapidamente,Eletrônicos,221.29
87,O poder de evoluir mais facilmente,Roupas,141.37
88,A simplicidade de avançar naturalmente,Esportes,524.25
89,A segurança de realizar seus sonhos de maneira eficaz,Alimentos,19.19
90,O poder de realizar seus sonhos antes de tudo,Beleza,818.94
91,O poder de concretizar seus projetos de maneira eficaz,Brinquedos,697.09
92,A simplicidade de atingir seus objetivos mais facilmente,Alimentos,80.12
93,A vantagem de realizar seus sonhos naturalmente,Brinquedos,98.44
94,A arte de conseguir com toda a tranquilidade,Roupas,112.17
95,A certeza de inovar direto da fonte,Beleza,882.18
96,O direito de atingir seus objetivos naturalmente,Livros,388.89
97,A liberdade de inovar com força total,Livros,645.16
98,A simplicidade de atingir seus objetivos antes de tudo,Livros,77.73
99,A certeza de atingir seus objetivos mais facilmente,Saúde,18.39
100,A simplicidade de evoluir mais facilmente,Livros,445.7
101,O conforto de atingir seus objetivos mais rapidamente,Esportes,631.8
102,A certeza de evoluir com toda a tranquilidade,Livros,920.7
103,O poder de evoluir com confiança,Saúde,689.7
104,A liberdade de realizar seus sonhos com confiança,Esportes,95.82
105,A certeza de evoluir mais rapidamente,Roupas,148.61
106,A possibilidade de concretizar seus projetos com força total,Roupas,593.68
107,A vantagem de atingir seus objetivos mais facilmente,Brinquedos,358.02
108,A certeza de avançar direto da fonte,Brinquedos,321.36
109,A certeza de mudar simplesmente,Livros,255.31
110,A simplicidade de evoluir com confiança,Roupas,255.69
111,O direito de evoluir antes de tudo,Saúde,604.01
112,A arte de realizar seus sonhos simplesmente,Saúde,292.07
113,A simplicidade de inovar simplesmente,Eletrônicos,849.41
114,A simplicidade de avançar mais rapidamente,Casa e Jardim,213.39
115,A liberdade de realizar seus sonhos sem preocupação,Saúde,514.43
116,A segurança de ganhar com confiança,Brinquedos,302.59
117,A arte de concretizar seus projetos com confiança,Eletrônicos,785.96
118,A vantagem de inovar sem preocupação,Esportes,499.94
119,O direito de atingir seus objetivos com força total,Roupas,248.67
120,A liberdade de ganhar simplesmente,Saúde,80.3
121,A simplicidade de atingir seus objetivos antes de tudo,Eletrônicos,987.01
122,A certeza de atingir seus objetivos naturalmente,Beleza,140.66
123,O prazer de atingir seus objetivos simplesmente,Saúde,426.65
124,O conforto de avançar mais facilmente,Automotivo,686.11
125,A certeza de ganhar de maneira eficaz,Alimentos,954.91
126,A vantagem de ganhar com força total,Roupas,26.52
127,A possibilidade de avançar antes de tudo,Roupas,23.66
128,O poder de evoluir antes de tudo,Esportes,49.43
129,A vantagem de atingir seus objetivos naturalmente,Eletrônicos,949.19
130,O direito de evoluir mais rapidamente,Brinquedos,511.54
131,A segurança de concretizar seus projetos com toda a tranquilidade,Automotivo,769.44
132,A simplicidade de ganhar com confiança,Brinquedos,704.79
133,A certeza de evoluir naturalmente,Roupas,644.13
134,A certeza de conseguir direto da fonte,Automotivo,619.89
135,A liberdade de realizar seus sonhos com força total,Casa e Jardim,92.76
136,A simplicidade de evoluir naturalmente,Roupas,516.19
137,A certeza de ganhar com toda a tranquilidade,Esportes,974.57
138,A segurança de concretizar seus projetos com força total,Livros,541.03
139,A simplicidade de concretizar seus projetos simplesmente,Brinquedos,590.57
140,A liberdade de conseguir de maneira eficaz,Roupas,317.07
141,O direito de realizar seus sonhos antes de tudo,Brinquedos,732.66
142,O conforto de avançar mais rapidamente,Esportes,67.33
143,A possibilidade de concretizar seus projetos mais rapidamente,Roupas,925.38
144,A arte de evoluir simplesmente,Roupas,458.84
145,A liberdade de inovar com confiança,Saúde,64.48
146,O poder de realizar seus sonhos sem preocupação,Livros,128.25
147,A certeza de concretizar seus projetos de maneira eficaz,Livros,704.48
148,O direito de mudar direto da fonte,Livros,501.45
149,A liberdade de conseguir com confiança,Beleza,527.78
150,A arte de evoluir simplesmente,Casa e Jardim,175.29
151,O direito de concretizar seus projetos mais facilmente,Livros,752.28
152,O poder de ganhar naturalmente,Casa e Jardim,735.61
153,A simplicidade de concretizar seus projetos de maneira eficaz,Roupas,773.72
154,A certeza de conseguir direto da fonte,Eletrônicos,341.66
155,A liberdade de ganhar mais facilmente,Brinquedos,279.26
156,A possibilidade de avançar de maneira eficaz,Roupas,270.32
157,A arte de realizar seus sonhos direto da fonte,Saúde,631.26
158,A segurança de conseguir mais facilmente,Alimentos,460.65
159,A liberdade de evoluir com confiança,Beleza,64.88
160,O prazer de inovar mais facilmente,Saúde,175.21
161,O direito de mudar mais rapidamente,Livros,262.56
162,A segurança de inovar simplesmente,Roupas,895.33
163,A simplicidade de atingir seus objetivos em estado puro,Roupas,236.12
164,O direito de evoluir de maneira eficaz,Automotivo,12.54
165,O prazer de mudar naturalmente,Eletrônicos,252.11
166,A arte de evoluir em estado puro,Alimentos,370.34
167,O conforto de conseguir com força total,Livros,187.17
168,A vantagem de concretizar seus projetos simplesmente,Eletrônicos,557.34
169,O conforto de ganhar com força total,Brinquedos,232.27
170,A liberdade de mudar simplesmente,Esportes,422.09
171,O conforto de evoluir direto da fonte,Beleza,278.55
172,A simplicidade de mudar em estado puro,Roupas,575.82
173,A segurança de inovar antes de tudo,Roupas,507.02
174,A simplicidade de ganhar simplesmente,Eletrônicos,187.55
175,A simplicidade de atingir seus objetivos naturalmente,Automotivo,981.6
176,A possibilidade de ganhar de maneira eficaz,Brinquedos,78.24
177,O poder de avançar de maneira eficaz,Alimentos,867.37
178,A segurança de realizar seus sonhos mais facilmente,Casa e Jardim,334.03
179,A vantagem de concretizar seus projetos mais rapidamente,Automotivo,462.18
180,A simplicidade de atingir seus objetivos de maneira eficaz,Beleza,208.66
181,A segurança de concretizar seus projetos mais rapidamente,Saúde,786.66
182,O poder de avançar antes de tudo,Saúde,250.16
183,A possibilidade de realizar seus sonhos direto da fonte,Beleza,595.77
184,O prazer de concretizar seus projetos direto da fonte,Alimentos,997.81
185,A certeza de realizar seus sonhos com toda a tranquilidade,Esportes,735.14
186,O direito de mudar antes de tudo,Automotivo,762.88
187,A certeza de evoluir mais facilmente,Esportes,159.06
188,A simplicidade de evoluir mais facilmente,Brinquedos,33.67
189,A possibilidade de conseguir direto da fonte,Automotivo,352.96
190,A vantagem de inovar com toda a tranquilidade,Eletrônicos,951.48
191,A arte de realizar seus sonhos direto da fonte,Eletrônicos,761.34
192,A liberdade de evoluir mais facilmente,Brinquedos,850.52
193,O poder de conseguir naturalmente,Casa e Jardim,112.91
194,A vantagem de ganhar simplesmente,Automotivo,983.28
195,A liberdade de conseguir naturalmente,Brinquedos,497.11
196,A liberdade de concretizar seus projetos simplesmente,Eletrônicos,972.83
197,A liberdade de avançar em estado puro,Livros,714.54
198,A certeza de atingir seus objetivos direto da fonte,Roupas,53.46
199,A certeza de avançar simplesmente,Esportes,898.31
200,O direito de ganhar simplesmente,Automotivo,418.93
201,O prazer de realizar seus sonhos antes de tudo,Beleza,463.87
202,A segurança de avançar simplesmente,Roupas,584.96
203,O conforto de atingir seus objetivos direto da fonte,Automotivo,142.18
204,A possibilidade de inovar direto da fonte,Brinquedos,84.08
205,A simplicidade de concretizar seus projetos direto da fonte,Saúde,71.66
206,O poder de avançar antes de tudo,Livros,244.4
207,O direito de conseguir antes de tudo,Casa e Jardim,852.4
208,A certeza de avançar mais facilmente,Brinquedos,703.72
209,A arte de avançar naturalmente,Beleza,324.88
210,O prazer de avançar com força total,Casa e Jardim,241.28
211,A arte de atingir seus objetivos com toda a tranquilidade,Esportes,144.75
212,A vantagem de avançar com força total,Saúde,117.88
213,A vantagem de mudar com força total,Roupas,172.73
214,O direito de realizar seus sonhos sem preocupação,Alimentos,320.89
215,O conforto de conseguir sem preocupação,Roupas,540.57
216,O conforto de conseguir com toda a tranquilidade,Esportes,457.4
217,O poder de evoluir direto da fonte,Alimentos,272.36
218,O prazer de concretizar seus projetos mais rapidamente,Roupas,99.52
219,A liberdade de avançar mais facilmente,Casa e Jardim,828.12
220,O prazer de mudar com força total,Saúde,49.93
221,O poder de atingir seus objetivos sem preocupação,Beleza,156.84
222,O poder de conseguir com força total,Esportes,968.72
223,A simplicidade de avançar mais facilmente,Brinquedos,518.33
224,O direito de concretizar seus projetos simplesmente,Casa e Jardim,267.57
225,A vantagem de evoluir mais facilmente,Livros,40.77
226,A liberdade de atingir seus objetivos direto da fonte,Brinquedos,856.06
227,O direito de ganhar com confiança,Automotivo,750.6
228,A liberdade de realizar seus sonhos naturalmente,Esportes,103.78
229,A simplicidade de mudar direto da fonte,Roupas,805.86
230,A simplicidade de avançar com força total,Livros,130.24
231,A liberdade de atingir seus objetivos antes de tudo,Eletrônicos,832.07
232,A simplicidade de conseguir em estado puro,Esportes,139.41
233,O conforto de mudar mais rapidamente,Brinquedos,378.52
234,A segurança de evoluir mais rapidamente,Roupas,586.5
235,A arte de conseguir antes de tudo,Casa e Jardim,918.25
236,O poder de inovar com toda a tranquilidade,Roupas,31.58
237,A certeza de concretizar seus projetos de maneira eficaz,Roupas,205.77
238,A segurança de evoluir naturalmente,Alimentos,811.21
239,O poder de inovar com toda a tranquilidade,Roupas,906.03
240,O direito de atingir seus objetivos com toda a tranquilidade,Beleza,131.3
241,A vantagem de concretizar seus projetos com toda a tranquilidade,Alimentos,60.13
242,O poder de mudar naturalmente,Saúde,438.82
243,O poder de conseguir com toda a tranquilidade,Brinquedos,501.17
244,A segurança de conseguir naturalmente,Brinquedos,686.38
245,A arte de ganhar com confiança,Livros,360.4
246,O direito de mudar de maneira eficaz,Livros,282.23
247,A certeza de atingir seus objetivos com força total,Alimentos,884.59
248,O direito de concretizar seus projetos mais rapidamente,Eletrônicos,617.97
249,A liberdade de ganhar mais facilmente,Saúde,253.33
250,A simplicidade de ganhar simplesmente,Casa e Jardim,503.9
251,A arte de concretizar seus projetos com confiança,Automotivo,484.24
252,O conforto de ganhar antes de tudo,Roupas,286.98
253,O conforto de realizar seus sonhos mais facilmente,Livros,425.04
254,O poder de mudar naturalmente,Automotivo,256.66
255,A simplicidade de avançar antes de tudo,Automotivo,796.9
256,A possibilidade de realizar seus sonhos com força total,Brinquedos,784.1
257,A vantagem de atingir seus objetivos antes de tudo,Beleza,484.89
258,O poder de atingir seus objetivos simplesmente,Alimentos,350.59
259,A arte de inovar com toda a tranquilidade,Saúde,507.37
260,A certeza de inovar mais rapidamente,Brinquedos,277.73
261,A vantagem de avançar naturalmente,Eletrônicos,325.69
262,A vantagem de mudar com confiança,Esportes,39.01
263,A certeza de concretizar seus projetos com toda a tranquilidade,Casa e Jardim,68.01
264,A vantagem de inovar naturalmente,Alimentos,534.14
265,A segurança de realizar seus sonhos direto da fonte,Saúde,999.61
266,O conforto de mudar de maneira eficaz,Livros,109.13
267,A possibilidade de atingir seus objetivos mais facilmente,Esportes,273.86
268,A simplicidade de realizar seus sonhos direto da fonte,Eletrônicos,766.41
269,O prazer de mudar mais facilmente,Esportes,579.94
270,A segurança de concretizar seus projetos mais facilmente,Brinquedos,361.26
271,O conforto de avançar sem preocupação,Livros,184.34
272,O direito de ganhar com toda a tranquilidade,Saúde,324.82
273,A simplicidade de inovar direto da fonte,Beleza,914.84
274,A arte de ganhar sem preocupação,Eletrônicos,706.42
275,O conforto de conseguir simplesmente,Beleza,948.08
276,A segurança de inovar com toda a tranquilidade,Saúde,150.68
277,A certeza de atingir seus objetivos mais rapidamente,Esportes,838.33
278,A vantagem de mudar com força total,Alimentos,546.7
279,A segurança de evoluir com confiança,Livros,495.53
280,O prazer de evoluir mais rapidamente,Roupas,65.61
281,O direito de ganhar naturalmente,Saúde,226.62
282,A possibilidade de atingir seus objetivos simplesmente,Automotivo,483.21
283,A vantagem de ganhar direto da fonte,Beleza,918.72
284,A segurança de realizar seus sonhos naturalmente,Esportes,808.38
285,A vantagem de mudar mais rapidamente,Beleza,719.77
286,A arte de realizar seus sonhos com toda a tranquilidade,Beleza,68.96
287,A certeza de ganhar naturalmente,Livros,590.74
288,A simplicidade de avançar mais rapidamente,Livros,776.62
289,A possibilidade de realizar seus sonhos antes de tudo,Automotivo,862.06
290,A simplicidade de inovar mais facilmente,Roupas,379.85
291,O poder de evoluir direto da fonte,Brinquedos,590.16
292,A segurança de mudar simplesmente,Beleza,308.75
293,O direito de inovar mais facilmente,Livros,976.1
294,O poder de mudar direto da fonte,Brinquedos,793.92
295,A segurança de inovar simplesmente,Alimentos,652.69
296,A vantagem de atingir seus objetivos em estado puro,Livros,710.11
297,A possibilidade de conseguir de maneira eficaz,Automotivo,696.62
298,O conforto de inovar naturalmente,Saúde,789.12
299,O conforto de avançar direto da fonte,Esportes,668.88
300,O direito de inovar mais rapidamente,Livros,384.6
